turn_id,session_id,start_timestamp,end_timestamp,local_date,local_hour,trigger,latency_seconds,message_count,text_chars,has_text,has_media,uses_reply,uses_mention,inbound_direct,bot_targeted_reply,utility_like,any_followup_2m,explicit_followup_2m,followup_seconds
1,1,1784774376,1784774376,2026-07-23,10,主动开场,,2,24,True,True,False,False,False,False,True,True,False,48
2,1,1784774719,1784774721,2026-07-23,10,环境话题加入,0,2,0,False,True,False,False,False,False,False,True,False,0
3,1,1784774876,1784774876,2026-07-23,10,连续对话,2,1,27,True,False,False,False,False,False,True,True,False,2
4,1,1784774878,1784774878,2026-07-23,10,连续对话,0,1,17,True,False,False,False,False,False,True,True,False,9
5,1,1784774888,1784774888,2026-07-23,10,连续对话,1,1,0,False,True,False,False,False,False,False,True,True,4
6,1,1784774967,1784774969,2026-07-23,10,被点名/被回复,2,2,125,True,False,True,False,True,True,False,True,True,4
7,1,1784775011,1784775011,2026-07-23,10,被点名/被回复,9,1,22,True,True,False,False,True,False,False,True,False,7
8,1,1784775108,1784775110,2026-07-23,10,连续对话,0,2,0,False,True,False,False,False,False,False,True,False,2
9,1,1784775217,1784775217,2026-07-23,10,连续对话,0,1,53,True,False,False,False,False,False,False,True,False,3
10,1,1784775665,1784775665,2026-07-23,11,自主定向回复,1,1,19,True,False,True,False,False,True,False,True,False,1
11,1,1784775674,1784775674,2026-07-23,11,连续对话,0,1,0,False,True,False,False,False,False,False,True,False,7
12,1,1784775891,1784775892,2026-07-23,11,被点名/被回复,5,2,66,True,False,True,False,True,True,False,True,True,13
13,1,1784775918,1784775919,2026-07-23,11,被点名/被回复,1,3,36,True,True,True,False,True,True,False,True,False,1
14,1,1784776313,1784776313,2026-07-23,11,环境话题加入,2,1,7,True,False,False,False,False,False,False,True,False,1
15,1,1784776414,1784776414,2026-07-23,11,连续对话,5,1,0,False,True,False,False,False,False,False,True,False,1
16,1,1784776416,1784776416,2026-07-23,11,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,1
17,1,1784776441,1784776444,2026-07-23,11,连续对话,3,2,0,False,True,False,False,False,False,False,True,False,2
18,1,1784776541,1784776541,2026-07-23,11,连续对话,12,1,28,True,True,False,False,False,False,False,True,False,7
19,1,1784776757,1784776757,2026-07-23,11,环境话题加入,0,1,0,False,True,False,False,False,False,False,True,False,3
20,1,1784776769,1784776769,2026-07-23,11,连续对话,4,1,0,False,True,False,False,False,False,False,True,False,30
21,1,1784776812,1784776812,2026-07-23,11,自主定向回复,13,1,19,True,True,True,False,False,True,False,True,False,15
22,1,1784777156,1784777156,2026-07-23,11,环境话题加入,5,1,0,False,True,False,False,False,False,False,True,False,3
23,1,1784777161,1784777161,2026-07-23,11,连续对话,2,1,0,False,True,False,False,False,False,False,True,False,1
24,1,1784777178,1784777183,2026-07-23,11,连续对话,4,2,0,False,True,False,False,False,False,False,True,False,7
25,1,1784777273,1784777273,2026-07-23,11,连续对话,1,1,22,True,False,False,False,False,False,False,True,False,2
26,1,1784777276,1784777276,2026-07-23,11,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,14
27,1,1784777475,1784777475,2026-07-23,11,自主定向回复,16,1,12,True,True,True,False,False,True,False,True,False,21
28,1,1784777529,1784777529,2026-07-23,11,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,1
29,1,1784777531,1784777531,2026-07-23,11,连续对话,1,1,0,False,True,False,False,False,False,False,True,True,0
30,1,1784777540,1784777540,2026-07-23,11,被点名/被回复,0,1,13,True,False,True,False,True,True,True,True,False,2
31,1,1784777557,1784777557,2026-07-23,11,自主定向回复,5,1,113,True,False,True,False,False,True,False,True,False,3
32,1,1784777637,1784777639,2026-07-23,11,连续对话,4,2,28,True,True,False,False,False,False,False,True,False,13
33,1,1784777657,1784777657,2026-07-23,11,连续对话,5,1,0,False,True,False,False,False,False,False,True,True,5
34,1,1784777666,1784777666,2026-07-23,11,被点名/被回复,4,1,0,False,True,False,False,True,False,False,True,True,3
35,1,1784777677,1784777677,2026-07-23,11,被点名/被回复,8,1,28,True,False,True,False,True,True,False,True,True,1
36,1,1784777740,1784777740,2026-07-23,11,被点名/被回复,35,1,33,True,False,True,False,True,True,False,True,True,1
37,1,1784777800,1784777800,2026-07-23,11,被点名/被回复,18,1,37,True,False,True,False,True,True,False,True,True,20
38,1,1784777836,1784777836,2026-07-23,11,被点名/被回复,15,1,18,True,False,True,False,True,True,False,True,False,0
39,1,1784777852,1784777852,2026-07-23,11,自主定向回复,16,1,16,True,True,True,False,False,True,False,True,False,2
40,1,1784777858,1784777862,2026-07-23,11,连续对话,2,2,33,True,True,False,False,False,False,True,True,False,9
41,1,1784777871,1784777871,2026-07-23,11,连续对话,0,1,28,True,True,False,False,False,False,False,True,True,1
42,1,1784777910,1784777910,2026-07-23,11,被点名/被回复,1,1,46,True,True,True,False,True,True,False,True,True,18
43,1,1784777960,1784777960,2026-07-23,11,被点名/被回复,13,1,12,True,True,True,False,True,True,False,True,True,1
44,1,1784778079,1784778080,2026-07-23,11,被点名/被回复,10,2,50,True,False,True,False,True,True,False,True,True,4
45,1,1784778118,1784778118,2026-07-23,11,被点名/被回复,11,1,63,True,False,True,False,True,True,False,True,False,31
46,1,1784778321,1784778321,2026-07-23,11,环境话题加入,2,1,6,True,False,False,False,False,False,False,True,True,63
47,1,1784778399,1784778401,2026-07-23,11,被点名/被回复,15,2,67,True,False,False,False,True,False,False,True,True,28
48,1,1784778440,1784778440,2026-07-23,11,被点名/被回复,11,1,31,True,False,False,False,True,False,False,True,False,14
49,1,1784779150,1784779150,2026-07-23,11,延迟上下文,139,1,12,True,True,False,False,False,False,True,True,False,40
50,1,1784779625,1784779625,2026-07-23,12,自主定向回复,20,1,29,True,False,True,False,False,True,False,True,True,20
51,1,1784779658,1784779658,2026-07-23,12,被点名/被回复,13,1,20,True,True,True,False,True,True,False,True,False,0
52,1,1784779687,1784779687,2026-07-23,12,自主定向回复,12,1,29,True,True,True,False,False,True,False,True,True,1
53,1,1784779714,1784779714,2026-07-23,12,被点名/被回复,1,1,3,True,False,True,False,True,True,False,True,True,6
54,1,1784779722,1784779722,2026-07-23,12,被点名/被回复,2,1,3,True,False,True,False,True,True,False,True,True,0
55,1,1784779725,1784779725,2026-07-23,12,被点名/被回复,1,1,1,True,False,True,False,True,True,False,True,True,5
56,1,1784779738,1784779738,2026-07-23,12,被点名/被回复,1,1,23,True,False,True,False,True,True,False,True,True,5
57,1,1784779745,1784779745,2026-07-23,12,被点名/被回复,2,1,3,True,False,True,False,True,True,False,True,True,5
58,1,1784779752,1784779752,2026-07-23,12,被点名/被回复,2,1,2,True,False,True,False,True,True,False,True,True,24
59,1,1784779792,1784779792,2026-07-23,12,被点名/被回复,16,1,46,True,True,True,False,True,True,False,True,True,7
60,1,1784779818,1784779818,2026-07-23,12,被点名/被回复,19,1,13,True,True,True,False,True,True,False,True,True,12
61,1,1784779846,1784779846,2026-07-23,12,被点名/被回复,11,1,26,True,False,True,False,True,True,False,True,False,6
62,1,1784779874,1784779874,2026-07-23,12,连续对话,4,1,24,True,False,False,False,False,False,True,True,False,1
63,1,1784779881,1784779881,2026-07-23,12,连续对话,6,1,8,True,True,False,False,False,False,False,True,False,2
64,1,1784779884,1784779889,2026-07-23,12,自主定向回复,1,3,33,True,True,True,False,False,True,False,True,False,22
65,1,1784779926,1784779926,2026-07-23,12,自主定向回复,12,1,16,True,True,True,False,False,True,False,True,False,3
66,1,1784780136,1784780136,2026-07-23,12,自主定向回复,13,1,26,True,False,True,False,False,True,False,True,False,67
67,1,1784780358,1784780358,2026-07-23,12,被点名/被回复,2,1,0,False,True,False,False,True,False,False,True,False,2
68,1,1784780367,1784780367,2026-07-23,12,自主定向回复,1,1,17,True,True,True,False,False,True,False,True,True,18
69,1,1784780399,1784780399,2026-07-23,12,被点名/被回复,14,1,25,True,True,True,False,True,True,False,True,False,20
70,1,1784780431,1784780433,2026-07-23,12,连续对话,12,2,19,True,True,False,False,False,False,False,True,True,4
71,1,1784780517,1784780517,2026-07-23,12,被点名/被回复,9,1,19,True,False,True,False,True,True,False,True,False,17
72,1,1784780603,1784780603,2026-07-23,12,连续对话,1,1,5,True,False,False,False,False,False,False,True,False,15
73,1,1784781078,1784781083,2026-07-23,12,环境话题加入,2,2,30,True,True,False,False,False,False,False,True,False,0
74,1,1784781673,1784781673,2026-07-23,12,环境话题加入,4,1,15,True,True,False,False,False,False,False,True,True,22
75,1,1784781709,1784781716,2026-07-23,12,被点名/被回复,13,3,22,True,True,True,True,True,True,False,True,True,1
76,1,1784781734,1784781734,2026-07-23,12,被点名/被回复,1,1,24,True,True,True,False,True,True,False,True,True,48
77,1,1784781820,1784781820,2026-07-23,12,被点名/被回复,0,1,21,True,True,True,False,True,True,False,True,False,46
78,1,1784781880,1784781880,2026-07-23,12,自主定向回复,14,1,30,True,True,True,False,False,True,False,True,False,23
79,1,1784782336,1784782336,2026-07-23,12,被点名/被回复,13,1,16,True,True,True,False,True,True,False,True,True,34
80,1,1784782391,1784782391,2026-07-23,12,被点名/被回复,6,1,39,True,True,True,False,True,True,False,True,True,14
81,1,1784782426,1784782432,2026-07-23,12,被点名/被回复,4,3,21,True,True,True,True,True,True,False,True,True,22
82,1,1784782456,1784782456,2026-07-23,12,被点名/被回复,2,1,2,True,False,True,False,True,True,False,True,False,1
83,1,1784782631,1784782631,2026-07-23,12,连续对话,1,1,4,True,False,False,False,False,False,False,True,False,5
84,1,1784783144,1784783144,2026-07-23,13,环境话题加入,5,1,0,False,True,False,False,False,False,False,False,False,
85,1,1784783545,1784783545,2026-07-23,13,环境话题加入,3,1,0,False,True,False,False,False,False,False,True,True,15
86,1,1784783764,1784783764,2026-07-23,13,被点名/被回复,1,1,2,True,False,False,False,True,False,False,True,True,6
87,1,1784783851,1784783851,2026-07-23,13,被点名/被回复,7,1,22,True,True,True,False,True,True,False,True,False,5
88,1,1784783879,1784783879,2026-07-23,13,连续对话,7,1,0,False,True,False,False,False,False,False,True,False,2
89,1,1784784852,1784784852,2026-07-23,13,环境话题加入,14,1,11,True,True,False,False,False,False,False,True,True,12
90,1,1784785080,1784785080,2026-07-23,13,被点名/被回复,1,1,5,True,False,True,False,True,True,False,True,True,8
91,1,1784785098,1784785098,2026-07-23,13,被点名/被回复,2,1,3,True,False,True,False,True,True,False,True,True,4
92,1,1784785147,1784785150,2026-07-23,13,被点名/被回复,5,3,28,True,True,True,False,True,True,False,True,True,3
93,1,1784785170,1784785170,2026-07-23,13,被点名/被回复,3,1,27,True,False,True,False,True,True,False,True,True,8
94,1,1784785183,1784785194,2026-07-23,13,被点名/被回复,0,3,34,True,True,True,False,True,True,False,True,True,10
95,1,1784785209,1784785209,2026-07-23,13,被点名/被回复,1,1,2,True,False,True,False,True,True,False,True,False,12
96,1,1784786134,1784786134,2026-07-23,13,自主定向回复,2,1,14,True,False,True,False,False,True,False,True,False,6
97,1,1784786192,1784786192,2026-07-23,13,自主定向回复,19,1,40,True,False,True,False,False,True,False,True,False,0
98,1,1784786747,1784786747,2026-07-23,14,环境话题加入,2,1,0,False,True,False,False,False,False,False,True,False,1
99,1,1784786754,1784786757,2026-07-23,14,连续对话,3,3,15,True,True,False,True,False,False,False,True,False,26
100,1,1784786809,1784786811,2026-07-23,14,连续对话,3,2,0,False,True,False,False,False,False,False,True,False,3
101,1,1784786822,1784786828,2026-07-23,14,连续对话,7,2,10,True,True,False,True,False,False,False,True,False,15
102,1,1784786853,1784786861,2026-07-23,14,自主定向回复,5,4,47,True,True,True,False,False,True,False,True,True,5
103,1,1784787001,1784787001,2026-07-23,14,被点名/被回复,1,1,0,False,True,False,False,True,False,False,True,False,0
104,1,1784787002,1784787003,2026-07-23,14,连续对话,1,2,25,True,True,False,False,False,False,False,True,True,18
105,1,1784787084,1784787087,2026-07-23,14,被点名/被回复,10,2,22,True,True,True,False,True,True,False,True,False,7
106,1,1784787126,1784787126,2026-07-23,14,连续对话,3,1,0,False,True,False,False,False,False,False,True,False,24
107,1,1784787208,1784787216,2026-07-23,14,连续对话,24,2,32,True,True,False,False,False,False,True,True,False,13
108,1,1784787251,1784787251,2026-07-23,14,连续对话,7,1,7,True,True,False,False,False,False,False,True,False,48
109,1,1784787413,1784787415,2026-07-23,14,连续对话,6,2,0,False,True,False,False,False,False,False,True,False,18
110,1,1784787702,1784787702,2026-07-23,14,环境话题加入,3,1,0,False,True,False,False,False,False,False,True,False,26
111,1,1784787731,1784787731,2026-07-23,14,连续对话,3,1,0,False,True,False,False,False,False,False,True,False,4
112,1,1784787738,1784787738,2026-07-23,14,连续对话,3,1,13,True,True,False,True,False,False,False,True,False,19
113,1,1784787758,1784787758,2026-07-23,14,连续对话,1,1,51,True,False,False,True,False,False,False,True,False,1
114,1,1784787762,1784787780,2026-07-23,14,连续对话,3,4,47,True,True,False,True,False,False,False,True,False,3
115,1,1784787791,1784787791,2026-07-23,14,连续对话,3,1,0,False,True,False,False,False,False,False,True,True,6
116,1,1784787798,1784787798,2026-07-23,14,被点名/被回复,1,1,2,True,True,False,True,True,False,False,True,False,4
117,1,1784787807,1784787818,2026-07-23,14,连续对话,5,2,5,True,True,False,True,False,False,False,True,False,9
118,1,1784787830,1784787842,2026-07-23,14,连续对话,3,2,2,True,True,False,True,False,False,False,True,False,29
119,1,1784787879,1784787889,2026-07-23,14,连续对话,8,2,8,True,True,False,True,False,False,False,True,False,7
120,1,1784787906,1784787916,2026-07-23,14,连续对话,3,2,2,True,True,False,True,False,False,False,True,False,20
121,1,1784787944,1784787954,2026-07-23,14,连续对话,2,2,8,True,True,False,True,False,False,False,True,False,14
122,1,1784787991,1784788003,2026-07-23,14,连续对话,2,2,0,False,True,False,False,False,False,False,True,False,30
123,1,1784788037,1784788048,2026-07-23,14,连续对话,4,2,9,True,True,False,True,False,False,False,True,False,8
124,1,1784788090,1784788101,2026-07-23,14,连续对话,5,2,32,True,True,False,True,False,False,False,False,False,
125,1,1784788385,1784788385,2026-07-23,14,环境话题加入,13,1,23,True,True,False,False,False,False,False,True,False,2
126,1,1784788389,1784788389,2026-07-23,14,连续对话,2,1,0,False,True,False,False,False,False,False,True,False,73
127,1,1784788662,1784788662,2026-07-23,14,环境话题加入,2,1,51,True,False,False,True,False,False,False,True,False,4
128,1,1784788691,1784788691,2026-07-23,14,连续对话,0,1,56,True,True,False,False,False,False,True,True,False,0
129,1,1784788818,1784788818,2026-07-23,14,连续对话,1,1,53,True,False,False,False,False,False,False,True,True,8
130,1,1784788895,1784788895,2026-07-23,14,被点名/被回复,13,1,18,True,True,True,False,True,True,False,True,False,22
131,1,1784789137,1784789137,2026-07-23,14,自主定向回复,14,1,41,True,False,True,False,False,True,True,True,False,10
132,1,1784789285,1784789285,2026-07-23,14,被点名/被回复,2,1,13,True,True,True,False,True,True,False,True,False,10
133,1,1784789330,1784789330,2026-07-23,14,自主定向回复,14,1,39,True,True,True,False,False,True,False,True,False,0
134,1,1784789380,1784789380,2026-07-23,14,连续对话,2,1,0,False,True,False,False,False,False,False,True,False,3
135,1,1784789713,1784789713,2026-07-23,14,环境话题加入,34,1,48,True,True,False,False,False,False,False,True,False,3
136,1,1784789817,1784789817,2026-07-23,14,自主定向回复,2,1,40,True,False,True,False,False,True,False,True,True,40
137,1,1784789918,1784789921,2026-07-23,14,被点名/被回复,10,3,47,True,True,True,False,True,True,False,True,False,2
138,1,1784790237,1784790237,2026-07-23,15,环境话题加入,3,1,14,True,False,False,False,False,False,False,True,False,0
139,1,1784790258,1784790258,2026-07-23,15,自主定向回复,3,1,33,True,False,True,False,False,True,False,True,False,0
140,1,1784790336,1784790359,2026-07-23,15,连续对话,7,3,27,True,True,False,False,False,False,False,True,True,26
141,1,1784790470,1784790471,2026-07-23,15,被点名/被回复,15,2,28,True,True,True,False,True,True,False,True,False,4
142,1,1784791017,1784791017,2026-07-23,15,被点名/被回复,15,1,27,True,True,True,False,True,True,False,True,True,10
143,1,1784791077,1784791077,2026-07-23,15,被点名/被回复,14,1,24,True,False,True,False,True,True,False,True,False,43
144,1,1784791138,1784791138,2026-07-23,15,连续对话,18,1,24,True,False,False,False,False,False,True,True,False,1
145,1,1784791141,1784791141,2026-07-23,15,连续对话,2,1,8,True,True,False,False,False,False,False,True,False,19
146,1,1784791164,1784791164,2026-07-23,15,连续对话,4,1,0,False,True,False,False,False,False,False,True,False,34
147,1,1784791200,1784791200,2026-07-23,15,连续对话,2,1,6,True,False,False,False,False,False,False,True,False,13
148,1,1784791350,1784791350,2026-07-23,15,连续对话,5,1,0,False,True,False,False,False,False,False,True,False,40
149,1,1784791534,1784791546,2026-07-23,15,自主定向回复,3,3,29,True,True,True,True,False,True,False,True,False,23
150,1,1784791641,1784791641,2026-07-23,15,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,6
151,1,1784791648,1784791648,2026-07-23,15,连续对话,1,1,8,True,True,False,True,False,False,False,True,False,1
152,1,1784791652,1784791660,2026-07-23,15,连续对话,3,2,6,True,True,False,True,False,False,False,True,False,0
153,1,1784791842,1784791842,2026-07-23,15,环境话题加入,3,1,18,True,True,False,False,False,False,False,True,False,48
154,1,1784791998,1784792008,2026-07-23,15,连续对话,17,2,8,True,True,False,True,False,False,False,True,False,10
155,1,1784792057,1784792069,2026-07-23,15,连续对话,16,2,13,True,True,False,True,False,False,False,True,True,8
156,1,1784792078,1784792078,2026-07-23,15,被点名/被回复,1,1,56,True,False,False,False,True,False,False,True,False,6
157,1,1784792227,1784792227,2026-07-23,15,连续对话,2,1,45,True,False,False,False,False,False,False,True,False,0
158,1,1784792259,1784792269,2026-07-23,15,连续对话,3,2,2,True,True,False,True,False,False,False,True,False,12
159,1,1784792290,1784792290,2026-07-23,15,连续对话,3,1,0,False,True,False,False,False,False,False,True,False,1
160,1,1784792300,1784792300,2026-07-23,15,连续对话,2,1,3,True,True,False,True,False,False,False,True,False,7
161,1,1784792349,1784792349,2026-07-23,15,连续对话,12,1,0,False,True,False,False,False,False,False,True,False,5
162,1,1784792360,1784792360,2026-07-23,15,连续对话,6,1,8,True,True,False,True,False,False,False,True,False,13
163,1,1784792381,1784792381,2026-07-23,15,自主定向回复,4,1,51,True,True,True,False,False,True,False,True,False,1
164,1,1784792514,1784792514,2026-07-23,15,连续对话,0,1,0,False,True,False,False,False,False,False,True,False,7
165,1,1784792526,1784792526,2026-07-23,15,连续对话,5,1,8,True,True,False,True,False,False,False,True,True,2
166,1,1784792563,1784792571,2026-07-23,15,被点名/被回复,4,2,13,True,True,False,True,True,False,False,True,False,5
167,1,1784792638,1784792642,2026-07-23,15,连续对话,4,2,18,True,True,False,True,False,False,False,True,False,0
168,1,1784792696,1784792696,2026-07-23,15,自主定向回复,4,1,25,True,True,True,False,False,True,False,True,True,1
169,1,1784792729,1784792732,2026-07-23,15,被点名/被回复,15,2,25,True,True,True,False,True,True,False,True,True,0
170,1,1784792749,1784792749,2026-07-23,15,被点名/被回复,1,1,24,True,True,True,False,True,True,False,True,False,1
171,1,1784792755,1784792755,2026-07-23,15,连续对话,5,1,0,False,True,False,False,False,False,False,True,False,1
172,1,1784792758,1784792758,2026-07-23,15,连续对话,2,1,31,True,False,False,True,False,False,False,True,False,3
173,1,1784792884,1784792884,2026-07-23,15,自主定向回复,10,1,26,True,True,True,False,False,True,False,True,False,5
174,1,1784793037,1784793037,2026-07-23,15,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,3
175,1,1784793049,1784793049,2026-07-23,15,连续对话,5,1,8,True,True,False,True,False,False,False,True,False,5
176,1,1784793219,1784793223,2026-07-23,15,自主定向回复,0,2,10,True,True,True,True,False,True,False,True,False,8
177,1,1784793281,1784793281,2026-07-23,15,连续对话,1,1,6,True,False,False,False,False,False,False,True,False,10
178,1,1784793295,1784793295,2026-07-23,15,连续对话,2,1,0,False,True,False,False,False,False,False,True,False,3
179,1,1784793308,1784793308,2026-07-23,15,连续对话,3,1,6,True,False,False,False,False,False,False,True,False,3
180,1,1784793330,1784793330,2026-07-23,15,连续对话,2,1,6,True,False,False,False,False,False,False,True,False,5
181,1,1784793363,1784793363,2026-07-23,15,自主定向回复,3,1,22,True,False,True,False,False,True,False,True,False,2
182,1,1784793378,1784793380,2026-07-23,15,自主定向回复,5,2,56,True,False,True,False,False,True,False,True,True,1
183,1,1784793409,1784793411,2026-07-23,15,被点名/被回复,7,2,27,True,True,True,False,True,True,False,True,False,5
184,1,1784793417,1784793417,2026-07-23,15,连续对话,1,1,6,True,False,False,False,False,False,False,True,False,2
185,1,1784793424,1784793424,2026-07-23,15,连续对话,5,1,0,False,True,False,False,False,False,False,True,False,1
186,1,1784793438,1784793438,2026-07-23,15,自主定向回复,0,1,22,True,False,True,False,False,True,False,True,False,0
187,1,1784793439,1784793439,2026-07-23,15,连续对话,0,1,0,False,True,False,False,False,False,False,True,True,6
188,1,1784793462,1784793465,2026-07-23,15,被点名/被回复,1,3,39,True,True,True,False,True,True,False,True,False,10
189,1,1784793665,1784793665,2026-07-23,16,自主定向回复,3,1,15,True,False,True,False,False,True,False,True,False,0
190,1,1784793667,1784793674,2026-07-23,16,连续对话,2,3,35,True,True,False,False,False,False,True,True,False,5
191,1,1784793679,1784793679,2026-07-23,16,连续对话,0,1,8,True,True,False,False,False,False,False,True,False,13
192,1,1784793788,1784793788,2026-07-23,16,自主定向回复,1,1,41,True,False,True,False,False,True,False,True,False,0
193,1,1784793790,1784793790,2026-07-23,16,连续对话,1,1,0,False,True,False,False,False,False,False,True,True,2
194,1,1784793822,1784793836,2026-07-23,16,被点名/被回复,9,2,29,True,True,True,False,True,True,False,True,False,2
195,1,1784793929,1784793931,2026-07-23,16,自主定向回复,6,2,29,True,True,True,False,False,True,False,True,False,0
196,1,1784794137,1784794138,2026-07-23,16,自主定向回复,1,2,46,True,True,True,False,False,True,False,True,True,2
197,1,1784794166,1784794166,2026-07-23,16,被点名/被回复,3,1,23,True,True,True,False,True,True,False,True,False,3
198,1,1784794383,1784794383,2026-07-23,16,环境话题加入,2,1,6,True,False,False,False,False,False,False,True,False,35
199,1,1784794531,1784794531,2026-07-23,16,连续对话,94,1,68,True,False,False,False,False,False,False,True,True,10
200,1,1784794598,1784794598,2026-07-23,16,被点名/被回复,39,1,108,True,True,True,False,True,True,False,True,False,3
201,1,1784794602,1784794602,2026-07-23,16,自主定向回复,1,2,19,True,True,True,False,False,True,False,True,False,18
202,1,1784794662,1784794662,2026-07-23,16,连续对话,7,1,80,True,False,False,False,False,False,False,True,False,12
203,1,1784794708,1784794708,2026-07-23,16,自主定向回复,4,1,54,True,True,True,False,False,True,False,True,True,9
204,1,1784794734,1784794734,2026-07-23,16,被点名/被回复,1,1,25,True,False,False,False,True,False,False,True,False,0
205,1,1784794752,1784794752,2026-07-23,16,连续对话,9,1,3,True,False,False,True,False,False,False,True,True,23
206,1,1784794796,1784794796,2026-07-23,16,被点名/被回复,1,1,33,True,False,True,False,True,True,True,True,False,8
207,1,1784794821,1784794821,2026-07-23,16,自主定向回复,9,1,23,True,False,True,False,False,True,False,True,False,8
208,1,1784794844,1784794844,2026-07-23,16,自主定向回复,2,1,25,True,False,True,False,False,True,False,True,False,6
209,1,1784794874,1784794874,2026-07-23,16,自主定向回复,3,1,31,True,False,True,False,False,True,False,True,False,37
210,1,1784794936,1784794936,2026-07-23,16,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,3
211,1,1784794954,1784794954,2026-07-23,16,自主定向回复,5,1,22,True,True,True,False,False,True,False,True,False,1
212,1,1784794955,1784794955,2026-07-23,16,自主定向回复,0,1,33,True,False,True,False,False,True,False,True,True,3
213,1,1784794990,1784794996,2026-07-23,16,被点名/被回复,20,3,32,True,True,True,True,True,True,False,True,True,9
214,1,1784795121,1784795121,2026-07-23,16,被点名/被回复,30,1,38,True,False,True,False,True,True,False,True,True,0
215,1,1784795181,1784795181,2026-07-23,16,被点名/被回复,22,1,43,True,False,True,False,True,True,False,True,False,15
216,1,1784795205,1784795205,2026-07-23,16,连续对话,3,1,0,False,True,False,False,False,False,False,True,False,9
217,1,1784795227,1784795227,2026-07-23,16,连续对话,3,1,0,False,True,False,False,False,False,False,True,False,18
218,1,1784795268,1784795268,2026-07-23,16,连续对话,6,1,80,True,False,False,False,False,False,False,True,False,28
219,1,1784795431,1784795453,2026-07-23,16,连续对话,1,3,163,True,True,False,True,False,False,False,True,False,8
220,1,1784795465,1784795465,2026-07-23,16,连续对话,4,1,23,True,True,False,False,False,False,False,True,False,0
221,1,1784795485,1784795485,2026-07-23,16,自主定向回复,1,2,140,True,True,True,True,False,True,False,True,False,1
222,1,1784795487,1784795490,2026-07-23,16,连续对话,1,2,0,False,True,False,False,False,False,False,True,False,13
223,1,1784795505,1784795505,2026-07-23,16,连续对话,2,1,51,True,False,False,False,False,False,False,True,False,7
224,1,1784795545,1784795545,2026-07-23,16,自主定向回复,19,1,16,True,False,True,False,False,True,False,True,False,10
225,1,1784795655,1784795662,2026-07-23,16,自主定向回复,74,3,69,True,True,True,False,False,True,False,True,False,2
226,1,1784795665,1784795668,2026-07-23,16,连续对话,1,2,10,True,True,False,True,False,False,False,True,False,22
227,1,1784795691,1784795691,2026-07-23,16,连续对话,1,1,85,True,True,False,False,False,False,False,True,False,4
228,1,1784796158,1784796166,2026-07-23,16,自主定向回复,8,3,27,True,True,True,False,False,True,False,True,False,30
229,1,1784796290,1784796290,2026-07-23,16,连续对话,5,1,0,False,True,False,False,False,False,False,True,False,11
230,1,1784796313,1784796313,2026-07-23,16,连续对话,1,1,60,True,False,False,True,False,False,False,True,False,5
231,1,1784796322,1784796322,2026-07-23,16,连续对话,0,1,0,False,True,False,False,False,False,False,True,False,8
232,1,1784796340,1784796340,2026-07-23,16,连续对话,1,1,62,True,False,False,True,False,False,False,True,False,4
233,1,1784796345,1784796348,2026-07-23,16,连续对话,1,2,0,False,True,False,False,False,False,False,True,False,10
234,1,1784796359,1784796359,2026-07-23,16,连续对话,1,1,61,True,False,False,True,False,False,False,True,False,27
235,1,1784796387,1784796387,2026-07-23,16,连续对话,1,1,63,True,False,False,True,False,False,False,True,False,6
236,1,1784796404,1784796404,2026-07-23,16,连续对话,11,1,0,False,True,False,False,False,False,False,True,False,49
237,1,1784796457,1784796457,2026-07-23,16,连续对话,4,1,0,False,True,False,False,False,False,False,True,False,67
238,1,1784796716,1784796716,2026-07-23,16,环境话题加入,14,1,26,True,False,False,False,False,False,False,True,False,11
239,1,1784797222,1784797224,2026-07-23,17,自主定向回复,18,2,60,True,True,True,False,False,True,False,True,True,15
240,1,1784797333,1784797334,2026-07-23,17,被点名/被回复,12,2,52,True,True,True,False,True,True,False,True,True,30
241,1,1784797389,1784797389,2026-07-23,17,被点名/被回复,25,1,36,True,False,True,False,True,True,False,True,True,19
242,1,1784797422,1784797431,2026-07-23,17,被点名/被回复,2,4,37,True,True,True,False,True,True,False,True,False,75
243,1,1784797509,1784797510,2026-07-23,17,连续对话,3,2,0,False,True,False,False,False,False,False,True,True,43
244,1,1784797627,1784797627,2026-07-23,17,被点名/被回复,11,1,35,True,False,False,False,True,False,False,True,False,15
245,1,1784797671,1784797671,2026-07-23,17,连续对话,4,1,0,False,True,False,False,False,False,False,True,True,17
246,1,1784797702,1784797705,2026-07-23,17,被点名/被回复,3,2,31,True,True,False,False,True,False,False,True,True,4
247,1,1784797809,1784797809,2026-07-23,17,被点名/被回复,2,1,2,True,False,True,False,True,True,False,True,False,20
248,1,1784797833,1784797833,2026-07-23,17,连续对话,4,1,0,False,True,False,False,False,False,False,True,True,4
249,1,1784797852,1784797852,2026-07-23,17,被点名/被回复,15,1,45,True,False,True,False,True,True,False,True,False,0
250,1,1784797853,1784797853,2026-07-23,17,连续对话,1,1,0,False,True,False,False,False,False,False,True,False,7
